5/16/2023 3:17:25 PM,d:\Practice\Spectral_20230516_00000.asd,GPGGA,081641.4,2117.089956,N,10516.336219,E,2,17,0.6,18.2,M,-28.1,M,,*4D

5/16/2023 3:18:19 PM,d:\Practice\Spectral_20230516_00001.asd,GPGGA,081735.4,2117.090229,N,10516.339156,E,2,17,0.6,17.3,M,-28.1,M,,*4D

5/16/2023 3:19:14 PM,d:\Practice\Spectral_20230516_00002.asd,GPGGA,081830.5,2117.090808,N,10516.340877,E,1,17,0.6,16.9,M,-28.1,M,,*43

5/16/2023 3:20:32 PM,d:\Practice\Spectral_20230516_00003.asd,GPGGA,081948.4,2117.091255,N,10516.344334,E,2,17,0.6,16.5,M,-28.1,M,,*48

5/16/2023 3:21:18 PM,d:\Practice\Spectral_20230516_00004.asd,GPGGA,082034.5,2117.089779,N,10516.345746,E,2,15,0.6,14.5,M,-28.1,M,,*4A

5/16/2023 3:21:59 PM,d:\Practice\Spectral_20230516_00005.asd,GPGGA,082115.7,2117.086972,N,10516.346956,E,2,15,0.6,12.9,M,-28.1,M,,*46

5/16/2023 3:22:47 PM,d:\Practice\Spectral_20230516_00006.asd,GPGGA,082203.1,2117.085334,N,10516.347750,E,2,15,0.6,13.3,M,-28.1,M,,*4D

5/16/2023 3:23:46 PM,d:\Practice\Spectral_20230516_00007.asd,GPGGA,082302.0,2117.085106,N,10516.349471,E,2,16,0.6,14.4,M,-28.1,M,,*42

5/16/2023 3:24:35 PM,d:\Practice\Spectral_20230516_00008.asd,GPGGA,082350.8,2117.084919,N,10516.351168,E,2,16,0.6,13.8,M,-28.1,M,,*45

5/16/2023 3:25:22 PM,d:\Practice\Spectral_20230516_00009.asd,GPGGA,082438.5,2117.084156,N,10516.354659,E,2,14,0.6,14.7,M,-28.1,M,,*48

5/16/2023 3:26:07 PM,d:\Practice\Spectral_20230516_00010.asd,GPGGA,082523.2,2117.083419,N,10516.354792,E,2,15,0.6,13.9,M,-28.1,M,,*43

5/16/2023 3:27:00 PM,d:\Practice\Spectral_20230516_00011.asd,GPGGA,082616.9,2117.081061,N,10516.355119,E,1,15,0.6,12.6,M,-28.1,M,,*4D

5/16/2023 3:28:27 PM,d:\Practice\Spectral_20230516_00012.asd,GPGGA,082743.7,2117.078526,N,10516.357600,E,2,16,0.6,13.1,M,-28.1,M,,*49

5/16/2023 3:29:19 PM,d:\Practice\Spectral_20230516_00013.asd,GPGGA,082835.3,2117.077323,N,10516.359365,E,2,19,0.5,12.8,M,-28.1,M,,*43

5/16/2023 3:30:53 PM,d:\Practice\Spectral_20230516_00014.asd,GPGGA,083009.6,2117.077135,N,10516.361401,E,1,19,0.5,12.7,M,-28.1,M,,*47

5/16/2023 3:33:13 PM,d:\Practice\Spectral_20230516_00015.asd,GPGGA,083229.0,2117.078272,N,10516.364428,E,2,19,0.5,11.6,M,-28.1,M,,*41

5/16/2023 3:34:12 PM,d:\Practice\Spectral_20230516_00016.asd,GPGGA,083328.4,2117.079521,N,10516.364267,E,2,19,0.5,11.1,M,-28.1,M,,*4F

5/16/2023 3:35:01 PM,d:\Practice\Spectral_20230516_00017.asd,GPGGA,083417.5,2117.080718,N,10516.364045,E,2,19,0.5,10.5,M,-28.1,M,,*4C

5/16/2023 3:35:59 PM,d:\Practice\Spectral_20230516_00018.asd,GPGGA,083514.9,2117.083093,N,10516.363300,E,2,19,0.5,9.5,M,-28.1,M,,*78

5/16/2023 3:37:00 PM,d:\Practice\Spectral_20230516_00019.asd,GPGGA,083616.1,2117.084449,N,10516.361866,E,2,18,0.5,9.5,M,-28.1,M,,*7D

5/16/2023 3:37:42 PM,d:\Practice\Spectral_20230516_00020.asd,GPGGA,083658.9,2117.085034,N,10516.359894,E,2,18,0.5,9.9,M,-28.1,M,,*7A

5/16/2023 3:38:42 PM,d:\Practice\Spectral_20230516_00021.asd,GPGGA,083758.7,2117.085336,N,10516.358499,E,1,18,0.5,9.5,M,-28.1,M,,*7B

5/16/2023 3:39:43 PM,d:\Practice\Spectral_20230516_00022.asd,GPGGA,083859.5,2117.086188,N,10516.356654,E,1,18,0.5,8.6,M,-28.1,M,,*7C

5/16/2023 3:40:27 PM,d:\Practice\Spectral_20230516_00023.asd,GPGGA,083943.4,2117.088290,N,10516.355462,E,2,18,0.5,8.4,M,-28.1,M,,*76

5/16/2023 3:41:13 PM,d:\Practice\Spectral_20230516_00024.asd,GPGGA,084028.9,2117.089046,N,10516.354856,E,2,19,0.5,8.8,M,-28.1,M,,*77

5/16/2023 3:42:19 PM,d:\Practice\Spectral_20230516_00025.asd,GPGGA,084135.0,2117.090835,N,10516.352727,E,2,18,0.5,10.2,M,-28.1,M,,*4A

5/16/2023 3:43:14 PM,d:\Practice\Spectral_20230516_00026.asd,GPGGA,084229.9,2117.090844,N,10516.351915,E,2,20,0.5,10.1,M,-28.1,M,,*4F

5/16/2023 3:43:49 PM,d:\Practice\Spectral_20230516_00027.asd,GPGGA,084305.6,2117.091126,N,10516.349217,E,2,20,0.5,10.1,M,-28.1,M,,*43

5/16/2023 3:44:25 PM,d:\Practice\Spectral_20230516_00028.asd,GPGGA,084341.5,2117.092289,N,10516.346671,E,2,17,0.6,9.0,M,-28.1,M,,*70

5/16/2023 3:45:12 PM,d:\Practice\Spectral_20230516_00029.asd,GPGGA,084428.5,2117.094484,N,10516.345177,E,2,19,0.5,7.8,M,-28.1,M,,*7C

5/16/2023 3:48:36 PM,d:\Practice\Spectral_20230516_00030.asd,GPGGA,084752.4,2117.100464,N,10516.344784,E,2,20,0.5,10.1,M,-28.1,M,,*4F

5/16/2023 3:49:24 PM,d:\Practice\Spectral_20230516_00031.asd,GPGGA,084840.9,2117.100413,N,10516.346373,E,2,20,0.5,11.3,M,-28.1,M,,*43

5/16/2023 3:50:10 PM,d:\Practice\Spectral_20230516_00032.asd,GPGGA,084926.2,2117.100595,N,10516.347666,E,2,20,0.5,11.4,M,-28.1,M,,*41

5/16/2023 3:51:09 PM,d:\Practice\Spectral_20230516_00033.asd,GPGGA,085025.8,2117.100694,N,10516.350078,E,2,20,0.5,12.2,M,-28.1,M,,*48

5/16/2023 3:51:50 PM,d:\Practice\Spectral_20230516_00034.asd,GPGGA,085106.4,2117.099832,N,10516.352000,E,2,18,0.5,12.0,M,-28.1,M,,*43

5/16/2023 3:52:28 PM,d:\Practice\Spectral_20230516_00035.asd,GPGGA,085144.0,2117.097848,N,10516.353399,E,2,20,0.5,11.3,M,-28.1,M,,*4B

5/16/2023 3:54:38 PM,d:\Practice\Spectral_20230516_00036.asd,GPGGA,085354.7,2117.095759,N,10516.354352,E,1,20,0.5,11.8,M,-28.1,M,,*4A

5/16/2023 3:55:35 PM,d:\Practice\Spectral_20230516_00037.asd,GPGGA,085451.7,2117.095132,N,10516.355065,E,2,20,0.5,12.2,M,-28.1,M,,*4F

5/16/2023 3:56:28 PM,d:\Practice\Spectral_20230516_00038.asd,GPGGA,085544.2,2117.095151,N,10516.356024,E,2,19,0.5,12.2,M,-28.1,M,,*46

